Company,UDIDs
"Lutron Electronics Co., Inc.",0x04DE
4MOD Technology,0x04DD
IOTTIVE (OPC) PRIVATE LIMITED,0x04DC
"Engineered Audio, LLC.",0x04DB
Franceschi Marina snc,0x04DA
RM Acquisition LLC,0x04D9
FUJIFILM Corporation,0x04D8
"Blincam, Inc.",0x04D7
LUGLOC LLC,0x04D6
Gooee Limited,0x04D5
TASKA PROSTHETICS LIMITED,0x04D4
"Queercon, Inc",0x04D3
Anloq Technologies Inc.,0x04D2
KTS GmbH,0x04D1
Olympus Corporation,0x04D0
DOM Sicherheitstechnik GmbH & Co. KG,0x04CF
GOOOLED S.R.L.,0x04CE
Safetech Products LLC,0x04CD
Novo Nordisk A/S,0x04CB
Steiner-Optik GmbH,0x04CA
Thornwave Labs Inc,0x04C9
"Shanghai Flyco Electrical Appliance Co., Ltd.",0x04C8
Svantek Sp. z o.o.,0x04C7
Insta GmbH,0x04C6
"Seibert Williams Glass, LLC",0x04C5
TeAM Hutchins AB,0x04C4
Mantracourt Electronics Limited,0x04C3
Dmet Products Corp.,0x04C2
"Sospitas, s.r.o.",0x04C1
Statsports International,0x04C0
"VIT Initiative, LLC",0x04BF
Averos FZCO,0x04BE
AlbynMedical,0x04BD
Draegerwerk AG & Co. KGaA,0x04BC
Neatebox Ltd,0x04BB
"Crestron Electronics, Inc.",0x04BA
CSR Building Products Limited,0x04B9
Soraa Inc.,0x04B8
"Analog Devices, Inc.",0x04B7
Diagnoptics Technologies,0x04B6
Swiftronix AB,0x04B5
Inuheat Group AB,0x04B4
mobike (Hong Kong) Limited,0x04B3
The Shadow on the Moon,0x04B2
Kartographers Technologies Pvt. Ltd.,0x04B1
BIOROWER Handelsagentur GmbH,0x04AF
ERM Electronic Systems LTD,0x04AE
Shure Inc,0x04AD
Undagrid B.V.,0x04AC
"Harbortronics, Inc.",0x04AB
LINKIO SAS,0x04AA
"BioTex, Inc.",0x04A8
Dallas Logic Corporation,0x04A7
"Vinetech Co., Ltd",0x04A6
"Guangzhou FiiO Electronics Technology Co.,Ltd",0x04A5
Herbert Waldmann GmbH & Co. KG,0x04A4
GT-tronics HK Ltd,0x04A3
"ovrEngineered, LLC",0x04A2
Popper Pay AB,0x049F
AND!XOR LLC,0x049E
Uhlmann & Zacher GmbH,0x049D
DyOcean,0x049C
"nVisti, LLC",0x049B
Situne AS,0x049A
Ruuvi Innovations Ltd.,0x0499
"METER Group, Inc. USA",0x0498
Cochlear Limited,0x0497
Polymorphic Labs LLC,0x0496
SENNHEISER electronic GmbH & Co. KG,0x0494
Lynxemi Pte Ltd,0x0493
"ADC Technology, Inc.",0x0492
SOREX - Wireless Solutions GmbH,0x0491
Matting AB,0x0490
BlueKitchen GmbH,0x048F
"Companion Medical, Inc.",0x048E
S-Labs Sp. z o.o.,0x048D
Vectronix AG,0x048C
Taelek Oy,0x048A
Igarashi Engineering,0x0489
Automotive Data Solutions Inc,0x0488
Centrica Connected Home,0x0487
"DEV TECNOLOGIA INDUSTRIA, COMERCIO E MANUTENCAO DE EQUIPAMENTOS LTDA. - ME",0x0486
SKIDATA AG,0x0485
Revol Technologies Inc,0x0484
POS Tuning Udo Vosshenrich GmbH & Co. KG,0x0482
Quintrax Limited,0x0481
"Pro-Mark, Inc.",0x047F
OurHub Dev IvS,0x047E
Occly LLC,0x047D
MIYOSHI ELECTRONICS CORPORATION,0x047B
"Sinosun Technology Co., Ltd.",0x047A
mywerk system GmbH,0x0479
FarSite Communications Limited,0x0478
Blue Spark Technologies,0x0477
Icom inc.,0x0475
"iApartment co., ltd.",0x0474
"Steelcase, Inc.",0x0473
Control-J Pty Ltd,0x0472
TiVo Corp,0x0471
iDesign s.r.l.,0x0470
Develco Products A/S,0x046F
Pambor Ltd.,0x046E
BEGA Gantenbrink-Leuchten KG,0x046D
"Qingdao Realtime Technology Co., Ltd.",0x046C
PMD Solutions,0x046B
INSIGMA INC.,0x046A
Palago AB,0x0469
Kynesim Ltd,0x0468
Codenex Oy,0x0467
International Forte Group LLC,0x0465
Bellman & Symfon Group AB,0x0464
Fathom Systems Inc.,0x0463
Bonsai Systems GmbH,0x0462
vhf elektronik GmbH,0x0461
Kolibree,0x0460
"Real Time Automation, Inc.",0x045F
"Nuviz, Inc.",0x045E
Boston Scientific Corporation,0x045D
Delta T Corporation,0x045C
2048450 Ontario Inc,0x045A
"Mini Solution Co., Ltd.",0x0458
RF INNOVATION,0x0457
Nemik Consulting Inc,0x0456
Sphinx Electronics GmbH & Co KG,0x0454
Qorvo Utrecht B.V.,0x0453
Svep Design Center AB,0x0452
Tunstall Nordic AB,0x0451
Teenage Engineering AB,0x0450
TTS Tooltechnic Systems AG & Co. KG,0x044F
Xtrava Inc.,0x044E
VEGA Grieshaber KG,0x044D
"LifeStyle Lock, LLC",0x044C
Nain Inc.,0x044B
SHIMANO INC.,0x044A
1UP USA.com llc,0x0449
Grand Centrix GmbH,0x0448
Fabtronics Australia Pty Ltd,0x0447
"NETGEAR, Inc.",0x0446
Kobian Canada Inc.,0x0445
Metanate Limited,0x0444
Tucker International LLC,0x0443
"SECOM CO., LTD.",0x0442
"Valencell, Inc.",0x0440
Tentacle Sync GmbH,0x043F
"Thermomedics, Inc.",0x043E
Coiler Corporation,0x043D
"Appside co., ltd.",0x043B
Nuheara Limited,0x043A
Radiance Technologies,0x0439
Helvar Ltd,0x0438
eBest IOT Inc.,0x0437
Drayson Technologies (Europe) Limited,0x0436
Blocks Wearables Ltd.,0x0435
"Hatch Baby, Inc.",0x0434
Pillsy Inc.,0x0433
"Silk Labs, Inc.",0x0432
Alticor Inc.,0x0431
SnapStyk Inc.,0x0430
Danfoss A/S,0x042F
MemCachier Inc.,0x042E
Meshtech AS,0x042D
Ticto N.V.,0x042C
iMicroMed Incorporated,0x042B
BD Medical,0x042A
Prolon Inc.,0x0429
"SmallLoop, LLC",0x0428
Focus fleet and fuel management inc,0x0427
Husqvarna AB,0x0426
Unify Software and Solutions GmbH & Co. KG,0x0425
Trainesense Ltd.,0x0424
Chargifi Limited,0x0423
DELSEY SA,0x0422
"Backbone Labs, Inc.",0x0421
TecBakery GmbH,0x0420
Kopin Corporation,0x041F
Dell Computer Corporation,0x041E
Benning Elektrotechnik und Elektronik GmbH & Co. KG,0x041D
"WaterGuru, Inc.",0x041C
OrthoAccel Technologies,0x041B
Friday Labs Limited,0x041A
Novalogy LTD,0x0419
Fatigue Science,0x0417
SODA GmbH,0x0416
Wireless Cables Inc,0x0413
SEFAM,0x0412
Luidia Inc,0x0411
Fender Musical Instruments,0x0410
"CO-AX Technology, Inc.",0x040F
SKF (U.K.) Limited,0x040E
"NorthStar Battery Company, LLC",0x040D
Jana Care Inc.,0x040B
ZF OPENMATICS s.r.o.,0x040A
RYSE INC.,0x0409
ToGetHome Inc.,0x0408
Swiss Audio SA,0x0407
"Vertex International, Inc.",0x0405
Authomate Inc,0x0404
Gantner Electronic GmbH,0x0403
Sears Holdings Corporation,0x0402
Relations Inc.,0x0401
i-developer IT Beratung UG,0x0400
Withings,0x03FF
Littelfuse,0x03FE
Trimble Inc.,0x03FD
Kimberly-Clark,0x03FC
Nox Medical,0x03FB
Vyassoft Technologies Inc,0x03FA
"Becon Technologies Co.,Ltd.",0x03F9
Rockford Corp.,0x03F8
Owl Labs Inc.,0x03F7
Iton Technology Corp.,0x03F6
"WHERE, Inc.",0x03F5
PAL Technologies Ltd,0x03F4
WindowMaster A/S,0x03F2
Hestan Smart Cooking Inc.,0x03F1
CLINK,0x03F0
foolography GmbH,0x03EF
CUBE TECHNOLOGIES,0x03EE
"BASIC MICRO.COM,INC.",0x03ED
Jigowatts Inc.,0x03EC
"Ozo Edu, Inc.",0x03EB
Hello Inc.,0x03EA
"SHENZHEN LEMONJOY TECHNOLOGY CO., LTD.",0x03E9
TRUE Fitness Technology,0x03E7
IoT Instruments Oy,0x03E6
ffly4u,0x03E5
Chip-ing AG,0x03E4
Qualcomm Life Inc,0x03E3
Sensoan Oy,0x03E2
SPD Development Company Ltd,0x03E1
"Actions Technology Co.,Ltd",0x03E0
"Grob Technologies, LLC",0x03DF
Nathan Rhoades LLC,0x03DE
Andreas Stihl AG & Co. KG,0x03DD
Nima Labs,0x03DC
"Instabeat, Inc",0x03DB
EnOcean GmbH,0x03DA
"3IWare Co., Ltd.",0x03D9
Zen-Me Labs Ltd,0x03D8
FINSECUR,0x03D7
Yota Devices LTD,0x03D6
Wyzelink Systems Inc.,0x03D5
PEG PEREGO SPA,0x03D4
Sigma Connectivity AB,0x03D3
IOT Pot India Private Limited,0x03D2
Density Inc.,0x03D1
Watteam Ltd,0x03D0
"MIRA, Inc.",0x03CF
CONTRINEX S.A.,0x03CE
"Wynd Technologies, Inc.",0x03CD
Vonkil Technologies Ltd,0x03CC
SYSDEV Srl,0x03CB
In2things Automation Pvt. Ltd.,0x03CA
Gallagher Group,0x03C9
Avvel International,0x03C8
"Structural Health Systems, Inc.",0x03C7
Intricon,0x03C6
"St. Jude Medical, Inc.",0x03C5
Pico Technology Inc.,0x03C4
Casambi Technologies Oy,0x03C3
Snapchat Inc,0x03C2
"Ember Technologies, Inc.",0x03C1
Arch Systems Inc.,0x03C0
iLumi Solutions Inc.,0x03BF
"Applied Science, Inc.",0x03BE
amadas,0x03BD
ASB Bank Ltd,0x03BC
Abbott,0x03BB
Maxscend Microelectronics Company Limited,0x03BA
FREDERIQUE CONSTANT SA,0x03B9
A-Safe Limited,0x03B8
Airbly Inc.,0x03B7
Mattel,0x03B6
"petPOMM, Inc",0x03B5
"Alpha Nodus, inc.",0x03B4
Midwest Instruments & Controls,0x03B3
Propagation Systems Limited,0x03B2
Otodata Wireless Network Inc.,0x03B1
VIBRADORM GmbH,0x03B0
Comm-N-Sense Corp DBA Verigo,0x03AF
Allswell Inc.,0x03AE
XiQ,0x03AD
"Meizu Technology Co., Ltd.",0x03AB
Exon Sp. z o.o.,0x03AA
Esrille Inc.,0x03A8
AeroScout,0x03A7
"Medela, Inc",0x03A6
"ACE CAD Enterprise Co., Ltd. (ACECAD)",0x03A5
Token Zero Ltd,0x03A4
"SmartMovt Technology Co., Ltd",0x03A3
Candura Instruments,0x03A2
Alpine Labs LLC,0x03A1
IVT Wireless Limited,0x03A0
Molex Corporation,0x039F
SchoolBoard Limited,0x039E
"CareView Communications, Inc.",0x039D
ALE International,0x039C
South Silicon Valley Microelectronics,0x039B
NeST,0x039A
Nikon Corporation,0x0399
Thetatronics Ltd,0x0398
LEGO System A/S,0x0397
BLOKS GmbH,0x0396
SDATAWAY,0x0395
LAVAZZA S.p.A.,0x0393
T&D,0x0392
Thingsquare AB,0x0391
INFOTECH s.r.o.,0x0390
Xiaomi Inc.,0x038F
Crownstone B.V.,0x038E
Resmed Ltd,0x038D
Appion Inc.,0x038C
Noke,0x038B
Kohler Mira Limited,0x038A
ActiveBlu Corporation,0x0389
Kapsch TrafficCom AB,0x0388
"BluStor PMC, Inc.",0x0387
Aterica Inc.,0x0386
Embedded Electronic Solutions Ltd. dba e2Solutions,0x0385
Kronos Incorporated,0x0383
Precision Outcomes Ltd,0x0382
Sharp Corporation,0x0381
"LLC ""MEGA-F service""",0x0380
SociÃ©tÃ© des Produits NestlÃ© S.A.,0x037F
lulabytes S.L.,0x037E
MICRODIA Ltd.,0x037D
Cronologics Corporation,0x037C
Apption Labs Inc.,0x037B
Algoria,0x037A
"Shenzhen iMCO Electronic Technology Co.,Ltd",0x0379
Propeller Health,0x0378
Plejd AB,0x0377
Electronic Temperature Instruments Ltd,0x0376
Expain AS,0x0375
Holman Industries,0x0374
AppNearMe Ltd,0x0373
"Nixie Labs, Inc.",0x0372
Wazombi Labs OÃœ,0x0370
"Motiv, Inc.",0x036F
"MOTIVE TECHNOLOGIES, INC.",0x036E
AirBolt Pty Ltd,0x036D
Zipcar,0x036C
BRControls Products BV,0x036B
SetPoint Medical,0x036A
littleBits,0x0369
Metormote AB,0x0368
BOLTT Sports technologies Private limited,0x0366
BioMech Sensor LLC,0x0365
Favero Electronics Srl,0x0364
FREELAP SA,0x0363
ON Semiconductor,0x0362
Wellinks Inc.,0x0361
Insulet Corporation,0x0360
Acromag,0x035F
"Naya Health, Inc.",0x035E
KYS,0x035D
Eaton Corporation,0x035C
Matrix Inc.,0x035B
Phillips-Medisize A/S,0x035A
Novotec Medical GmbH,0x0359
MagniWare Ltd.,0x0358
Polymap Wireless,0x0357
"Spectrum Brands, Inc.",0x0356
"Sigma Designs, Inc.",0x0355
"TOPPAN FORMS CO.,LTD.",0x0354
"Alpha Audiotronics, Inc.",0x0353
"iRiding(Xiamen)Technology Co.,Ltd.",0x0352
Pieps GmbH,0x0351
Bitstrata Systems Inc.,0x0350
Heartland Payment Systems,0x034F
"TASER International, Inc.",0x034D
"HM Electronics, Inc.",0x034C
Libratone A/S,0x034B
VersaMe,0x0349
Prevent Biometrics,0x0347
"Acuity Brands Lighting, Inc",0x0346
Locus Positioning,0x0345
Whirl Inc,0x0344
Drekker Development Pty. Ltd.,0x0343
GERTEC BRASIL LTDA.,0x0342
Etesian Technologies LLC,0x0341
"Automation Components, Inc.",0x033F
Monitra SA,0x033E
TPV Technology Limited,0x033D
Courtney Thorne Limited,0x033B
"Appception, Inc.",0x033A
"Blue Sky Scientific, LLC",0x0339
COBI GmbH,0x0338
"AJP2 Holdings, LLC",0x0337
GISTIC,0x0336
Enlighted Inc,0x0335
Airthings ASA,0x0334
Mul-T-Lock,0x0333
3flares Technologies Inc.,0x0331
North Pole Engineering,0x0330
OttoQ Inc,0x032F
indoormap,0x032E
BM innovations GmbH,0x032D
"NIPPON SMT.CO.,Ltd",0x032C
ESYLUX,0x032B
Electronic Design Lab,0x032A
"Eargo, Inc.",0x0329
Grundfos A/S,0x0328
Essex Electronics,0x0327
Healthwear Technologies (Changzhou)Ltd,0x0326
"Astro, Inc.",0x0324
Rotor Bike Components,0x0323
"SONO ELECTRONICS. CO., LTD",0x0320
MetaSystem S.p.A.,0x031F
"Eyefi, Inc.",0x031E
Enterlab ApS,0x031D
Lab Sensor Solutions,0x031C
HQ Inc,0x031B
Wurth Elektronik eiSos GmbH & Co. KG,0x031A
Eugster Frismag AG,0x0319
Aspenta International,0x0318
"CHUO Electronics CO., LTD.",0x0317
AG Measurematics Pvt. Ltd.,0x0316
Thermo Fisher Scientific,0x0315
RIIG AI Sp. z o.o.,0x0314
"DiveNav, Inc.",0x0313
Ducere Technologies Pvt Ltd,0x0312
PEEQ DATA,0x0311
SGL Italia S.r.l.,0x0310
Shortcut Labs,0x030F
Devdata S.r.l.,0x030D
Hilti AG,0x030C
Magnitude Lighting Converters,0x030B
Ellisys,0x030A
Dolby Labs,0x0309
"Surefire, LLC",0x0308
"FUJI INDUSTRIAL CO.,LTD.",0x0307
Life Laboratory Inc.,0x0306
Swipp ApS,0x0305
Oura Health Ltd,0x0304
IACA electronique,0x0303
"Loop Devices, Inc",0x0302
Giatec Scientific Inc.,0x0301
World Moto Inc.,0x0300
Silicon Laboratories,0x02FF
"Lierda Science & Technology Group Co., Ltd.",0x02FE
"Shanghai Frequen Microelectronics Co., Ltd.",0x02FC
Clarius Mobile Health Corp.,0x02FB
IMAGINATION TECHNOLOGIES LTD,0x02F9
Runteq Oy Ltd,0x02F8
Intemo Technologies,0x02F6
Indagem Tech LLC,0x02F5
"Vensi, Inc.",0x02F4
"AuthAir, Inc",0x02F3
"GoPro, Inc.",0x02F2
"The Idea Cave, LLC",0x02F1
Blackrat Software,0x02F0
SMART-INNOVATION.inc,0x02EF
"Citizen Holdings Co., Ltd.",0x02EE
HTC Corporation,0x02ED
"Delta Systems, Inc",0x02EC
Ardic Technology,0x02EB
Fujitsu Limited,0x02EA
"Sensogram Technologies, Inc.",0x02E9
American Music Environments,0x02E8
"Connected Yard, Inc.",0x02E7
Unwire,0x02E6
"Espressif Systems (Shanghai) Co., Ltd.",0x02E5
Bytestorm Ltd.,0x02E4
Carmanah Technologies Corp.,0x02E3
NTT docomo,0x02E2
Victron Energy BV,0x02E1
University of Michigan,0x02E0
Blur Product Development,0x02DF
"Samsung SDS Co., Ltd.",0x02DE
"Flint Rehabilitation Devices, LLC",0x02DD
"DeWalch Technologies, Inc.",0x02DC
Digi International Inc (R),0x02DB
Gilvader,0x02DA
Fliegl Agrartechnik GmbH,0x02D9
Neosfar,0x02D8
"NIPPON SYSTEMWARE CO.,LTD.",0x02D7
Send Solutions,0x02D6
OMRON Corporation,0x02D5
Secuyou ApS,0x02D4
Powercast Corporation,0x02D3
"Afero, Inc.",0x02D2
Empatica Srl,0x02D1
3M,0x02D0
Anima,0x02CF
"Teva Branded Pharmaceutical Products R&D, Inc.",0x02CE
BMA ergonomics b.v.,0x02CD
AINA-Wireless Inc.,0x02CB
ABOV Semiconductor,0x02CA
PayRange Inc.,0x02C9
OneSpan,0x02C8
Electronics Tomorrow Limited,0x02C7
Ayatan Sensors,0x02C6
Lenovo (Singapore) Pte Ltd.,0x02C5
Wilson Sporting Goods,0x02C4
Techtronic Power Tools Technology Limited,0x02C3
Guillemot Corporation,0x02C2
LINE Corporation,0x02C1
Dash Robotics,0x02C0
Seguro Technology Sp. z o.o.,0x02BE
Chemtronics,0x02BD
Genevac Ltd,0x02BC
"YOKOWO CO., LTD.",0x02BB
Swissprime Technologies AG,0x02BA
Rinnai Corporation,0x02B9
Chrono Therapeutics,0x02B8
Oort Technologies LLC,0x02B7
Schneider Electric,0x02B6
"HANSHIN ELECTRIC RAILWAY CO.,LTD.",0x02B5
"Hyginex, Inc.",0x02B4
CLABER S.P.A.,0x02B3
Oura Health Oy,0x02B2
Raden Inc,0x02B1
"Bestechnic(Shanghai),Ltd",0x02B0
Technicolor USA Inc.,0x02AF
"WeatherFlow, Inc.",0x02AE
"Rx Networks, Inc.",0x02AD
BBPOS Limited,0x02AB
Doppler Lab,0x02AA
Chargelib,0x02A9
miSport Ltd.,0x02A8
Illuxtron international B.V.,0x02A7
Robert Bosch GmbH,0x02A6
Tendyron Corporation,0x02A5
Pacific Lock Company,0x02A4
Itude,0x02A3
Sera4 Ltd.,0x02A2
Impossible Camera GmbH,0x02A0
Areus Engineering GmbH,0x029F
Kupson spol. s r.o.,0x029E
"ALOTTAZS LABS, LLC",0x029D
"Blue Sky Scientific, LLC",0x029C
"C2 Development, Inc.",0x029B
"Currant, Inc.",0x029A
Inexess Technology Simma KG,0x0299
EISST Ltd,0x0298
storm power ltd,0x0297
Petzl,0x0296
Sivantos GmbH,0x0295
ELIAS GmbH,0x0294
Blue Bite,0x0293
CliniCloud Inc,0x0291
Multibit Oy,0x0290
"Church & Dwight Co., Inc",0x028F
RF Digital Corp,0x028E
NANOLINK APS,0x028C
Code Gears LTD,0x028B
Jetro AS,0x028A
SK Telecom,0x0289
Wally Ventures S.L.,0x0287
"RF Code, Inc.",0x0286
WOWTech Canada Ltd.,0x0285
Synapse Electronics,0x0284
"Maven Machines, Inc.",0x0283
Sonova AG,0x0282
StoneL,0x0281
ITEC corporation,0x0280
ruwido austria gmbh,0x027F
"HabitAware, LLC",0x027E
"HUAWEI Technologies Co., Ltd.",0x027D
Aseptika Ltd,0x027C
DEFA AS,0x027B
Ekomini inc.,0x027A
steute Schaltgerate GmbH & Co. KG,0x0279
Johnson Outdoors Inc,0x0278
bewhere inc,0x0277
E.G.O. Elektro-Geraetebau GmbH,0x0276
Geotab,0x0275
Motsai Research,0x0274
OCEASOFT,0x0273
"Alps Alpine Co., Ltd.",0x0272
Animas Corp,0x0271
LSI ADL Technology,0x0270
Aptcode Solutions,0x026F
FLEURBAEY BVBA,0x026E
Technogym SPA,0x026D
Domster Tadeusz Szydlowski,0x026C
DEKA Research & Development Corp.,0x026B
Gemalto,0x026A
Torrox GmbH & Co KG,0x0269
Cerevo,0x0268
XMI Systems SA,0x0267
Schawbel Technologies LLC,0x0266
SMK Corporation,0x0265
"DDS, Inc.",0x0264
"Identiv, Inc.",0x0263
Glacial Ridge Technologies,0x0262
SECVRE GmbH,0x0261
Yardarm Technologies,0x025F
Fluke Corporation,0x025E
Lexmark International Inc.,0x025D
NetEaseï¼ˆHangzhouï¼‰Network co.Ltd.,0x025C
"Five Interactive, LLC dba Zendo",0x025B
University of Applied Sciences Valais/Haute Ecole Valaisanne,0x025A
ALTYOR,0x0259
Devialet SA,0x0258
AdBabble Local Commerce Inc.,0x0257
G24 Power Limited,0x0256
"Dai Nippon Printing Co., Ltd.",0x0255
Playbrush,0x0254
Xicato Inc.,0x0253
UKC Technosolution,0x0252
Lumo Bodytech Inc.,0x0251
Sapphire Circuits LLC,0x0250
Schneider SchreibgerÃ¤te GmbH,0x024F
Microtronics Engineering GmbH,0x024E
M-Way Solutions GmbH,0x024D
Blue Clover Devices,0x024C
Orlan LLC,0x024B
Uwatec AG,0x024A
Parker Hannifin Corp,0x0248
FiftyThree Inc.,0x0247
"ACKme Networks, Inc.",0x0246
Endress+Hauser,0x0245
Iotera Inc,0x0244
Masimo Corp,0x0243
Bragi GmbH,0x0241
Argenox Technologies,0x0240
WaveWare Technologies Inc.,0x023F
Raven Industries,0x023E
ViCentra B.V.,0x023D
"Beijing CarePulse Electronic Technology Co, Ltd",0x023B
Alatech Tehnology,0x023A
"JIN CO, Ltd",0x0239
Trakm8 Ltd,0x0238
MSHeli s.r.l.,0x0237
Pitpatpet Ltd,0x0236
Qrio Inc,0x0235
"FengFan (BeiJing) Technology Co, Ltd",0x0234
Shenzhen SuLong Communication Ltd,0x0233
x-Senso Solutions Kft,0x0232
ETA SA,0x0231
"Foster Electric Company, Ltd",0x0230
Siemens AG,0x022E
Lupine,0x022D
Pharynks Corporation,0x022C
"Tesla, Inc.",0x022B
Stamer Musikanlagen GMBH,0x022A
Muoverti Limited,0x0229
"Twocanoes Labs, LLC",0x0228
LifeBEAM Technologies,0x0227
Merlinia A/S,0x0226
NestlÃ© Nespresso S.A.,0x0225
Comarch SA,0x0224
Philip Morris Products S.A.,0x0223
Praxis Dynamics,0x0222
Mobiquity Networks Inc,0x0221
Manus Machina BV,0x0220
Luster Leaf Products  Inc,0x021F
"Goodnet, Ltd",0x021E
Edamic,0x021D
Mobicomm Inc,0x021C
"Cisco Systems, Inc",0x021B
"Blue Speck Labs, LLC",0x021A
DOTT Limited,0x0219
"Tech4home, Lda",0x0217
MTI Ltd,0x0216
Lukoton Experience Oy,0x0215
IK Multimedia Production srl,0x0214
Wyler AG,0x0213
"Interplan Co., Ltd",0x0212
Telink Semiconductor Co. Ltd,0x0211
ikeGPS,0x0210
Comodule GMBH,0x020F
"Omron Healthcare Co., LTD",0x020E
"CoroWare Technologies, Inc",0x020C
Jaguar Land Rover Limited,0x020B
Macnica Inc.,0x020A
InvisionHeart Inc.,0x0209
LumiGeek LLC,0x0208
STEMP Inc.,0x0207
"Otter Products, LLC",0x0206
Kemppi Oy,0x0203
Rigado LLC,0x0202
AR Timing,0x0201
Verifone Systems Pte Ltd. Taiwan Branch,0x0200
"Freescale Semiconductor, Inc.",0x01FF
Radio Systems Corporation,0x01FE
Kontakt Micro-Location Sp. z o.o.,0x01FD
"Wahoo Fitness, LLC",0x01FC
"Form Lifting, LLC",0x01FB
Gozio Inc.,0x01FA
Medtronic Inc.,0x01F9
"Anyka (Guangzhou) Microelectronics Technology Co, LTD",0x01F8
Gelliner Limited,0x01F7
DJO Global,0x01F6
Cool Webthings Limited,0x01F5
UTC Fire and Security,0x01F4
The University of Tokyo,0x01F3
"Itron, Inc.",0x01F2
Zebra Technologies Corporation,0x01F1
KloudNation,0x01F0
"Fullpower Technologies, Inc.",0x01EF
Valeo Service,0x01EE
Spreadtrum Communications Shanghai Ltd,0x01EC
"Advanced Application Design, Inc.",0x01EA
Technology Solutions (UK) Ltd,0x01E6
Dynamic Devices Ltd,0x01E5
Freedom Innovations,0x01E4
Caterpillar Inc,0x01E3
Jolla Ltd,0x01E1
Widex A/S,0x01E0
Bison Group Ltd.,0x01DF
Minelab Electronics Pty Limited,0x01DE
Koninklijke Philips N.V.,0x01DD
Innblue Consulting,0x01DB
Logitech International SA,0x01DA
Savant Systems LLC,0x01D9
Code Corporation,0x01D8
G-wearables inc.,0x01D6
ELAD srl,0x01D5
Newlab S.r.l.,0x01D4
Sky Wave Design,0x01D3
Gill Electronics,0x01D2
"August Home, Inc",0x01D1
Primus Inter Pares Ltd,0x01D0
BSH,0x01CF
"HOUWA SYSTEM DESIGN, k.k.",0x01CE
Chengdu Synwing Technology Ltd,0x01CD
Sam Labs Ltd.,0x01CC
Fetch My Pet,0x01CB
Laerdal Medical AS,0x01CA
Avi-on,0x01C9
Poly-Control ApS,0x01C8
Abiogenix Inc.,0x01C7
HASWARE Inc.,0x01C6
Bitcraze AB,0x01C5
DME Microelectronics,0x01C4
Transenergooil AG,0x01C2
BRADATECH Corp.,0x01C1
Hongkong OnMicro Electronics Limited,0x01BF
Pulsate Mobile Ltd.,0x01BE
"Syszone Co., Ltd",0x01BD
SenionLab AB,0x01BC
Cochlear Bone Anchored Solutions AB,0x01BB
SPIA Cycling Inc.,0x01BA
HANA Micron,0x01B9
i+D3 S.L.,0x01B8
General Electric Company,0x01B7
LM Technologies Ltd,0x01B6
Nest Labs Inc.,0x01B5
Trineo Sp. z o.o.,0x01B4
"Nytec, Inc.",0x01B3
Nymi Inc.,0x01B2
Netizens Sp. z o.o.,0x01B1
"Star Micronics Co., Ltd.",0x01B0
"Sunrise Micro Devices, Inc.",0x01AF
FlightSafety International,0x01AD
"Trividia Health, Inc.",0x01AC
"Meta Platforms, Inc.",0x01AB
Geophysical Technology Inc.,0x01AA
Canon Inc.,0x01A9
Taobao,0x01A8
ENERGOUS CORPORATION,0x01A7
Wille Engineering,0x01A6
Icon Health and Fitness,0x01A5
"MSA Innovation, LLC",0x01A4
"GIGALANE.CO.,LTD",0x01A2
FIAMM,0x01A1
Channel Enterprises (HK) Ltd.,0x01A0
Strainstall Ltd,0x019F
Ceruus,0x019E
CVS Health,0x019D
Cokiya Incorporated,0x019C
CUBETECH s.r.o.,0x019B
TRON Forum,0x019A
SALTO SYSTEMS S.L.,0x0199
VENGIT Korlatolt Felelossegu Tarsasag,0x0198
WiSilica Inc.,0x0197
Paxton Access Ltd,0x0196
Zuli,0x0195
Acoustic Stream Corporation,0x0194
Maveric Automation LLC,0x0193
"Cloudleaf, Inc",0x0192
FDK CORPORATION,0x0191
Intelletto Technologies Inc.,0x0190
Google LLC,0x018E
Extron Design Services,0x018D
Wilo SE,0x018C
"Konica Minolta, Inc.",0x018B
Able Trend Technology Limited,0x018A
Physical Enterprises Inc.,0x0189
Unico RBC,0x0188
Seraphim Sense Ltd,0x0187
Nectar,0x0184
Walt Disney,0x0183
"Gecko Health Innovations, Inc.",0x0181
Gigaset Technologies GmbH,0x0180
XTel Wireless ApS,0x017F
BluDotz Ltd,0x017E
BatAndCat,0x017D
Mercedes-Benz Group AG,0x017C
taskit GmbH,0x017B
"Telemonitor, Inc.",0x017A
"LAPIS Semiconductor Co.,Ltd",0x0179
"CASIO COMPUTER CO., LTD.",0x0178
I-SYST inc.,0x0177
SentriLock,0x0176
Dynamic Controls,0x0175
Everykey Inc.,0x0174
"Kocomojo, LLC",0x0173
Connovate Technology Private Limited,0x0172
Amazon.com Services LLC,0x0171
Roche Diabetes Care AG,0x0170
"Podo Labs, Inc",0x016F
Volantic AB,0x016E
LifeScan Inc,0x016D
MYSPHERA,0x016C
Qblinks,0x016B
Copeland Cold Chain LP,0x016A
emberlight,0x0169
Spicebox LLC,0x0168
Ascensia Diabetes Care US Inc.,0x0167
MISHIK Pte Ltd,0x0166
Milwaukee Electric Tools,0x0165
"Qingdao Yeelink Information Technology Co., Ltd.",0x0164
PCH International,0x0163
MADSGlobalNZ Ltd.,0x0162
yikes,0x0161
AwoX,0x0160
